Transaction_ID,Customer_ID,Product_Category,Quantity,Price,Date,Product_Name
1943,99559,Service and Maintenance,4,78682.23,2023-10-11T00:00:00.000+02:00,Tire Rotation and Alignment
1944,12931,Standard Vehicle,10,1548122.5,2023-06-26T00:00:00.000+02:00,Compact Sedan
1945,35702,Commercial Vehicle,2,646586.77,2023-01-25T00:00:00.000+01:00,Passenger Wagon
1946,16700,Financing and Insurance,10,675307.36,2023-10-28T00:00:00.000+02:00,Lease Agreements
1947,96811,Parts and Accessories,4,734612.55,2023-09-27T00:00:00.000+02:00,Vehicle Navigation Systems
1948,34748,Performance Vehicle,5,1828590.23,2023-07-09T00:00:00.000+02:00,Luxury Performance Sedan
1949,31082,Commercial Vehicle,2,1831088.17,2023-02-13T00:00:00.000+01:00,Passenger Wagon
1950,55093,Service and Maintenance,4,1032407.9,2023-11-24T00:00:00.000+01:00,Engine Diagnostic and Repair
1951,24538,Service and Maintenance,1,573281.48,2023-09-22T00:00:00.000+02:00,Tire Rotation and Alignment
1952,82119,Commercial Vehicle,5,903477.22,2023-01-16T00:00:00.000+01:00,Cargo Van
1953,92427,Standard Vehicle,6,969003.9,2023-08-07T00:00:00.000+02:00,Midsize SUV
1954,44162,Service and Maintenance,2,338639.89,2024-01-02T00:00:00.000+01:00,Brake Inspection and Replacement
1955,62781,Financing and Insurance,2,1364814.19,2023-08-15T00:00:00.000+02:00,New Vehicle Loan
1956,93119,Special Offers,8,2358063.51,2023-12-31T00:00:00.000+01:00,Exclusive Accessory Bundle Deal
1957,55959,Commercial Vehicle,5,854306.25,2023-10-06T00:00:00.000+02:00,Chassis Cab
1958,12784,Service and Maintenance,6,2742449.15,2023-02-11T00:00:00.000+01:00,Battery Check and Replacement
1959,81190,Financing and Insurance,3,986599.31,2023-08-23T00:00:00.000+02:00,Extended Warranty Coverage
1960,60853,Performance Vehicle,10,1460562.07,2023-10-27T00:00:00.000+02:00,Track-Focused Sports Car
1961,46211,Electric Vehicle,3,2919050.67,2023-05-27T00:00:00.000+02:00,Electric Commercial Van
1962,48622,Service and Maintenance,1,1105404.54,2023-12-21T00:00:00.000+01:00,Tire Rotation and Alignment
1963,11531,Financing and Insurance,10,662121.17,2023-05-12T00:00:00.000+02:00,Extended Warranty Coverage
1964,48107,Performance Vehicle,9,263999.46,2023-03-13T00:00:00.000+01:00,Performance Electric Model
1965,78564,Hybrid Vehicle,3,1981444.62,2023-09-22T00:00:00.000+02:00,Full-Size Hybrid Pickup Truck
1966,96764,Special Offers,4,1565240.22,2023-11-14T00:00:00.000+01:00,Limited-Time Discount on New Models
1967,10,Parts and Accessories,8,2513562.82,2023-04-15T00:00:00.000+02:00,Custom Alloy Wheels
1968,19938,Service and Maintenance,4,2886899.04,2023-08-20T00:00:00.000+02:00,Tire Rotation and Alignment
1969,73745,Financing and Insurance,8,340392.74,2023-07-27T00:00:00.000+02:00,Vehicle Insurance Plans
1970,65083,Commercial Vehicle,3,1703902.78,2023-11-05T00:00:00.000+01:00,Heavy-Duty Pickup Truck
1971,22482,Standard Vehicle,5,1787292.22,2023-09-22T00:00:00.000+02:00,Station Wagon
1972,14960,Financing and Insurance,2,2925083.91,2023-04-02T00:00:00.000+02:00,New Vehicle Loan
1973,5984,Commercial Vehicle,8,2479305.44,2023-03-18T00:00:00.000+01:00,Box Truck
1974,66194,Hybrid Vehicle,3,1873959.33,2023-12-04T00:00:00.000+01:00,Hybrid Hatchback
1975,90612,Financing and Insurance,1,1702294.62,2023-04-20T00:00:00.000+02:00,Lease Agreements
1976,25594,Special Offers,8,1555796.93,2023-07-23T00:00:00.000+02:00,Limited-Time Discount on New Models
1977,12706,Performance Vehicle,1,163613.45,2023-03-10T00:00:00.000+01:00,Track-Focused Sports Car
1978,66539,Commercial Vehicle,8,1664301.65,2023-01-09T00:00:00.000+01:00,Chassis Cab
1979,64404,Commercial Vehicle,9,527292.93,2023-09-25T00:00:00.000+02:00,Chassis Cab
1980,75046,Parts and Accessories,9,998933.7,2023-12-11T00:00:00.000+01:00,Car Audio and Entertainment Systems
1981,62040,Electric Vehicle,10,2038955.65,2023-01-25T00:00:00.000+01:00,Electric Sports Car
1982,19779,Financing and Insurance,4,2570338.73,2023-11-04T00:00:00.000+01:00,Used Vehicle Financing
1983,7223,Commercial Vehicle,2,99388.77,2023-04-06T00:00:00.000+02:00,Passenger Wagon
1984,64896,Hybrid Vehicle,1,1042769.68,2023-09-25T00:00:00.000+02:00,Full-Size Hybrid Pickup Truck
1985,54506,Electric Vehicle,4,2617339.32,2023-03-07T00:00:00.000+01:00,All-Electric Compact Car
1986,3755,Standard Vehicle,7,33660.05,2023-05-27T00:00:00.000+02:00,Full-Size Sedan
1987,19104,Performance Vehicle,10,80778.87,2023-12-18T00:00:00.000+01:00,Track-Focused Sports Car
1988,49719,Standard Vehicle,2,1775160.69,2023-11-19T00:00:00.000+01:00,Small Hatchback
1989,55132,Hybrid Vehicle,1,669041.73,2023-02-09T00:00:00.000+01:00,Full-Size Hybrid Pickup Truck
1990,35442,Service and Maintenance,7,1116512.14,2023-07-14T00:00:00.000+02:00,Brake Inspection and Replacement
1991,46382,Service and Maintenance,2,24000.88,2023-06-02T00:00:00.000+02:00,Engine Diagnostic and Repair
1992,72221,Parts and Accessories,4,2488327.56,2023-05-13T00:00:00.000+02:00,Roof Racks and Carriers
1993,73150,Commercial Vehicle,4,455822.65,2023-01-16T00:00:00.000+01:00,Cargo Van
1994,21023,Parts and Accessories,2,667648.03,2023-01-27T00:00:00.000+01:00,Vehicle Navigation Systems
1995,31680,Special Offers,10,2328704.92,2023-05-03T00:00:00.000+02:00,Exclusive Accessory Bundle Deal
1996,64302,Performance Vehicle,9,2123262.61,2023-01-31T00:00:00.000+01:00,Luxury Performance Sedan
1997,28701,Commercial Vehicle,6,1077657.06,2023-09-08T00:00:00.000+02:00,Box Truck
1998,49206,Electric Vehicle,6,1473591.69,2023-03-19T00:00:00.000+01:00,Electric Crossover SUV
1999,30933,Electric Vehicle,6,1743247.38,2023-08-26T00:00:00.000+02:00,Electric Luxury Sedan
2000,70469,Standard Vehicle,9,1599254.71,2023-09-25T00:00:00.000+02:00,Station Wagon
